scraped_at,sldc_ts,frequency,escom,biomass_mw,cogen_mw,minihydro_mw,wind_mw,solar_mw,grid_drawal_mw,total_mw
2026-05-08T02:31:57,08/05/2026 02:25:02,49.95,HESCOM,0.0,118.0,0.0,162.0,62.0,281.0,342.0
2026-05-08T02:31:57,08/05/2026 02:25:02,49.95,PAVAGADA SOLAR PARK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-08T02:31:57,08/05/2026 02:25:02,49.95,TOTAL_IPPS,8.0,132.0,51.0,446.0,0.0,649.0,637.0
2026-05-08T02:34:44,08/05/2026 02:30:02,50.04,BESCOM,6.0,0.0,6.0,82.0,23.0,95.0,117.0
2026-05-08T02:34:44,08/05/2026 02:30:02,50.04,MESCOM,0.0,0.0,25.0,1.0,0.0,27.0,26.0
2026-05-08T02:34:44,08/05/2026 02:30:02,50.04,CESC,1.0,0.0,18.0,35.0,0.0,56.0,54.0
2026-05-08T02:34:44,08/05/2026 02:30:02,50.04,GESCOM,0.0,12.0,1.0,160.0,11.0,174.0,184.0
2026-05-08T02:34:44,08/05/2026 02:30:02,50.04,HESCOM,0.0,118.0,0.0,162.0,62.0,281.0,342.0
2026-05-08T02:34:44,08/05/2026 02:30:02,50.04,PAVAGADA SOLAR PARK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-08T02:34:44,08/05/2026 02:30:02,50.04,TOTAL_IPPS,8.0,132.0,51.0,446.0,0.0,649.0,637.0
2026-05-08T02:35:55,08/05/2026 02:30:02,50.04,BESCOM,6.0,0.0,6.0,82.0,23.0,95.0,117.0
2026-05-08T02:35:55,08/05/2026 02:30:02,50.04,MESCOM,0.0,0.0,25.0,1.0,0.0,27.0,26.0
2026-05-08T02:35:55,08/05/2026 02:30:02,50.04,CESC,1.0,0.0,18.0,35.0,0.0,56.0,54.0
2026-05-08T02:35:55,08/05/2026 02:30:02,50.04,GESCOM,0.0,12.0,1.0,160.0,11.0,174.0,184.0
2026-05-08T02:35:55,08/05/2026 02:30:02,50.04,HESCOM,0.0,118.0,0.0,162.0,62.0,281.0,342.0
2026-05-08T02:35:55,08/05/2026 02:30:02,50.04,PAVAGADA SOLAR PARK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-08T02:35:55,08/05/2026 02:30:02,50.04,TOTAL_IPPS,8.0,132.0,51.0,446.0,0.0,649.0,637.0
2026-05-08T02:37:06,08/05/2026 02:30:02,50.04,BESCOM,6.0,0.0,6.0,82.0,23.0,95.0,117.0
2026-05-08T02:37:06,08/05/2026 02:30:02,50.04,MESCOM,0.0,0.0,25.0,1.0,0.0,27.0,26.0
2026-05-08T02:37:06,08/05/2026 02:30:02,50.04,CESC,1.0,0.0,18.0,35.0,0.0,56.0,54.0
2026-05-08T02:37:06,08/05/2026 02:30:02,50.04,GESCOM,0.0,12.0,1.0,160.0,11.0,174.0,184.0
2026-05-08T02:37:06,08/05/2026 02:30:02,50.04,HESCOM,0.0,118.0,0.0,162.0,62.0,281.0,342.0
2026-05-08T02:37:06,08/05/2026 02:30:02,50.04,PAVAGADA SOLAR PARK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-08T02:37:06,08/05/2026 02:30:02,50.04,TOTAL_IPPS,8.0,132.0,51.0,446.0,0.0,649.0,637.0
2026-05-08T02:50:47,08/05/2026 02:45:01,50.0,BESCOM,6.0,0.0,6.0,73.0,23.0,86.0,108.0
2026-05-08T02:50:47,08/05/2026 02:45:01,50.0,MESCOM,0.0,0.0,25.0,4.0,0.0,30.0,29.0
2026-05-08T02:50:47,08/05/2026 02:45:01,50.0,CESC,1.0,0.0,19.0,37.0,0.0,58.0,57.0
2026-05-08T02:50:47,08/05/2026 02:45:01,50.0,GESCOM,0.0,8.0,0.0,122.0,11.0,132.0,141.0
2026-05-08T02:50:47,08/05/2026 02:45:01,50.0,HESCOM,0.0,115.0,0.0,190.0,62.0,306.0,367.0
2026-05-08T02:50:47,08/05/2026 02:45:01,50.0,PAVAGADA SOLAR PARK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-08T02:50:47,08/05/2026 02:45:01,50.0,TOTAL_IPPS,8.0,125.0,52.0,428.0,0.0,619.0,613.0
2026-05-08T02:51:01,08/05/2026 02:45:01,50.0,BESCOM,6.0,0.0,6.0,73.0,23.0,86.0,108.0
2026-05-08T02:51:01,08/05/2026 02:45:01,50.0,MESCOM,0.0,0.0,25.0,4.0,0.0,30.0,29.0
2026-05-08T02:51:01,08/05/2026 02:45:01,50.0,CESC,1.0,0.0,19.0,37.0,0.0,58.0,57.0
2026-05-08T02:51:01,08/05/2026 02:45:01,50.0,GESCOM,0.0,8.0,0.0,122.0,11.0,132.0,141.0
2026-05-08T02:51:01,08/05/2026 02:45:01,50.0,HESCOM,0.0,115.0,0.0,190.0,62.0,306.0,367.0
2026-05-08T02:51:01,08/05/2026 02:45:01,50.0,PAVAGADA SOLAR PARK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-08T02:51:01,08/05/2026 02:45:01,50.0,TOTAL_IPPS,8.0,125.0,52.0,428.0,0.0,619.0,613.0
2026-05-08T02:52:17,08/05/2026 02:45:01,50.0,BESCOM,6.0,0.0,6.0,73.0,23.0,86.0,108.0
2026-05-08T02:52:17,08/05/2026 02:45:01,50.0,MESCOM,0.0,0.0,25.0,4.0,0.0,30.0,29.0
2026-05-08T02:52:17,08/05/2026 02:45:01,50.0,CESC,1.0,0.0,19.0,37.0,0.0,58.0,57.0
2026-05-08T02:52:17,08/05/2026 02:45:01,50.0,GESCOM,0.0,8.0,0.0,122.0,11.0,132.0,141.0
2026-05-08T02:52:17,08/05/2026 02:45:01,50.0,HESCOM,0.0,115.0,0.0,190.0,62.0,306.0,367.0
2026-05-08T02:52:17,08/05/2026 02:45:01,50.0,PAVAGADA SOLAR PARK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-08T02:52:17,08/05/2026 02:45:01,50.0,TOTAL_IPPS,8.0,125.0,52.0,428.0,0.0,619.0,613.0
2026-05-08T02:54:10,08/05/2026 02:45:01,50.0,BESCOM,6.0,0.0,6.0,73.0,23.0,86.0,108.0
2026-05-08T02:54:10,08/05/2026 02:45:01,50.0,MESCOM,0.0,0.0,25.0,4.0,0.0,30.0,29.0
2026-05-08T02:54:10,08/05/2026 02:45:01,50.0,CESC,1.0,0.0,19.0,37.0,0.0,58.0,57.0
2026-05-08T02:54:10,08/05/2026 02:45:01,50.0,GESCOM,0.0,8.0,0.0,122.0,11.0,132.0,141.0
2026-05-08T02:54:10,08/05/2026 02:45:01,50.0,HESCOM,0.0,115.0,0.0,190.0,62.0,306.0,367.0
2026-05-08T02:54:10,08/05/2026 02:45:01,50.0,PAVAGADA SOLAR PARK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-08T02:54:10,08/05/2026 02:45:01,50.0,TOTAL_IPPS,8.0,125.0,52.0,428.0,0.0,619.0,613.0
2026-05-08T02:55:10,08/05/2026 02:50:02,50.05,BESCOM,6.0,0.0,6.0,72.0,23.0,85.0,107.0
2026-05-08T02:55:10,08/05/2026 02:50:02,50.05,MESCOM,0.0,0.0,25.0,6.0,0.0,32.0,31.0
2026-05-08T02:55:10,08/05/2026 02:50:02,50.05,CESC,1.0,0.0,19.0,36.0,0.0,57.0,56.0
2026-05-08T02:55:10,08/05/2026 02:50:02,50.05,GESCOM,0.0,13.0,1.0,111.0,11.0,122.0,136.0
2026-05-08T02:55:10,08/05/2026 02:50:02,50.05,HESCOM,0.0,118.0,0.0,183.0,62.0,301.0,363.0
2026-05-08T02:55:10,08/05/2026 02:50:02,50.05,PAVAGADA SOLAR PARK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-08T02:55:10,08/05/2026 02:50:02,50.05,TOTAL_IPPS,8.0,128.0,52.0,408.0,0.0,603.0,596.0
2026-05-08T02:56:10,08/05/2026 02:50:02,50.05,BESCOM,6.0,0.0,6.0,72.0,23.0,85.0,107.0
2026-05-08T02:56:10,08/05/2026 02:50:02,50.05,MESCOM,0.0,0.0,25.0,6.0,0.0,32.0,31.0
2026-05-08T02:56:10,08/05/2026 02:50:02,50.05,CESC,1.0,0.0,19.0,36.0,0.0,57.0,56.0
2026-05-08T02:56:10,08/05/2026 02:50:02,50.05,GESCOM,0.0,13.0,1.0,111.0,11.0,122.0,136.0
2026-05-08T02:56:10,08/05/2026 02:50:02,50.05,HESCOM,0.0,118.0,0.0,183.0,62.0,301.0,363.0
2026-05-08T02:56:10,08/05/2026 02:50:02,50.05,PAVAGADA SOLAR PARK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-08T02:56:10,08/05/2026 02:50:02,50.05,TOTAL_IPPS,8.0,128.0,52.0,408.0,0.0,603.0,596.0
2026-05-08T02:57:23,08/05/2026 02:50:02,50.05,BESCOM,6.0,0.0,6.0,72.0,23.0,85.0,107.0
2026-05-08T02:57:23,08/05/2026 02:50:02,50.05,MESCOM,0.0,0.0,25.0,6.0,0.0,32.0,31.0
2026-05-08T02:57:23,08/05/2026 02:50:02,50.05,CESC,1.0,0.0,19.0,36.0,0.0,57.0,56.0
2026-05-08T02:57:23,08/05/2026 02:50:02,50.05,GESCOM,0.0,13.0,1.0,111.0,11.0,122.0,136.0
2026-05-08T02:57:23,08/05/2026 02:50:02,50.05,HESCOM,0.0,118.0,0.0,183.0,62.0,301.0,363.0
2026-05-08T02:57:23,08/05/2026 02:50:02,50.05,PAVAGADA SOLAR PARK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-08T02:57:23,08/05/2026 02:50:02,50.05,TOTAL_IPPS,8.0,128.0,52.0,408.0,0.0,603.0,596.0
2026-05-08T02:57:55,08/05/2026 02:50:02,50.05,BESCOM,6.0,0.0,6.0,72.0,23.0,85.0,107.0
2026-05-08T02:57:55,08/05/2026 02:50:02,50.05,MESCOM,0.0,0.0,25.0,6.0,0.0,32.0,31.0
2026-05-08T02:57:55,08/05/2026 02:50:02,50.05,CESC,1.0,0.0,19.0,36.0,0.0,57.0,56.0
2026-05-08T02:57:55,08/05/2026 02:50:02,50.05,GESCOM,0.0,13.0,1.0,111.0,11.0,122.0,136.0
2026-05-08T02:57:55,08/05/2026 02:50:02,50.05,HESCOM,0.0,118.0,0.0,183.0,62.0,301.0,363.0
2026-05-08T02:57:55,08/05/2026 02:50:02,50.05,PAVAGADA SOLAR PARK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-08T02:57:55,08/05/2026 02:50:02,50.05,TOTAL_IPPS,8.0,128.0,52.0,408.0,0.0,603.0,596.0
2026-05-08T02:57:55,08/05/2026 02:50:02,50.05,BESCOM,6.0,0.0,6.0,72.0,23.0,85.0,107.0
2026-05-08T02:57:55,08/05/2026 02:50:02,50.05,MESCOM,0.0,0.0,25.0,6.0,0.0,32.0,31.0
2026-05-08T02:57:55,08/05/2026 02:50:02,50.05,CESC,1.0,0.0,19.0,36.0,0.0,57.0,56.0
2026-05-08T02:57:55,08/05/2026 02:50:02,50.05,GESCOM,0.0,13.0,1.0,111.0,11.0,122.0,136.0
2026-05-08T02:57:55,08/05/2026 02:50:02,50.05,HESCOM,0.0,118.0,0.0,183.0,62.0,301.0,363.0
2026-05-08T02:57:55,08/05/2026 02:50:02,50.05,PAVAGADA SOLAR PARK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-08T02:57:55,08/05/2026 02:50:02,50.05,TOTAL_IPPS,8.0,128.0,52.0,408.0,0.0,603.0,596.0
2026-05-08T03:05:45,08/05/2026 03:00:01,50.05,BESCOM,6.0,0.0,6.0,68.0,23.0,81.0,103.0
2026-05-08T03:05:45,08/05/2026 03:00:01,50.05,MESCOM,0.0,0.0,25.0,6.0,0.0,31.0,31.0
2026-05-08T03:05:45,08/05/2026 03:00:01,50.05,CESC,1.0,0.0,19.0,36.0,0.0,57.0,56.0
2026-05-08T03:05:45,08/05/2026 03:00:01,50.05,GESCOM,1.0,14.0,1.0,110.0,11.0,127.0,137.0
2026-05-08T03:05:45,08/05/2026 03:00:01,50.05,HESCOM,0.0,116.0,0.0,186.0,62.0,302.0,364.0
2026-05-08T03:05:45,08/05/2026 03:00:01,50.05,PAVAGADA SOLAR PARK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-08T03:05:45,08/05/2026 03:00:01,50.05,TOTAL_IPPS,8.0,131.0,52.0,410.0,0.0,604.0,601.0
2026-05-08T03:05:56,08/05/2026 03:00:01,50.05,BESCOM,6.0,0.0,6.0,68.0,23.0,81.0,103.0
2026-05-08T03:05:56,08/05/2026 03:00:01,50.05,MESCOM,0.0,0.0,25.0,6.0,0.0,31.0,31.0
2026-05-08T03:05:56,08/05/2026 03:00:01,50.05,CESC,1.0,0.0,19.0,36.0,0.0,57.0,56.0
2026-05-08T03:05:56,08/05/2026 03:00:01,50.05,GESCOM,1.0,14.0,1.0,110.0,11.0,127.0,137.0
2026-05-08T03:05:56,08/05/2026 03:00:01,50.05,HESCOM,0.0,116.0,0.0,186.0,62.0,302.0,364.0
2026-05-08T03:05:56,08/05/2026 03:00:01,50.05,PAVAGADA SOLAR PARK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-08T03:05:56,08/05/2026 03:00:01,50.05,TOTAL_IPPS,8.0,131.0,52.0,410.0,0.0,604.0,601.0
2026-05-08T03:08:00,08/05/2026 03:00:01,50.05,BESCOM,6.0,0.0,6.0,68.0,23.0,81.0,103.0
2026-05-08T03:08:00,08/05/2026 03:00:01,50.05,MESCOM,0.0,0.0,25.0,6.0,0.0,31.0,31.0
2026-05-08T03:08:00,08/05/2026 03:00:01,50.05,CESC,1.0,0.0,19.0,36.0,0.0,57.0,56.0
2026-05-08T03:08:00,08/05/2026 03:00:01,50.05,GESCOM,1.0,14.0,1.0,110.0,11.0,127.0,137.0
2026-05-08T03:08:00,08/05/2026 03:00:01,50.05,HESCOM,0.0,116.0,0.0,186.0,62.0,302.0,364.0
2026-05-08T03:08:00,08/05/2026 03:00:01,50.05,PAVAGADA SOLAR PARK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-08T03:08:00,08/05/2026 03:00:01,50.05,TOTAL_IPPS,8.0,131.0,52.0,410.0,0.0,604.0,601.0
2026-05-08T03:08:01,08/05/2026 03:00:01,50.05,BESCOM,6.0,0.0,6.0,68.0,23.0,81.0,103.0
2026-05-08T03:08:01,08/05/2026 03:00:01,50.05,MESCOM,0.0,0.0,25.0,6.0,0.0,31.0,31.0
2026-05-08T03:08:01,08/05/2026 03:00:01,50.05,CESC,1.0,0.0,19.0,36.0,0.0,57.0,56.0
2026-05-08T03:08:01,08/05/2026 03:00:01,50.05,GESCOM,1.0,14.0,1.0,110.0,11.0,127.0,137.0
2026-05-08T03:08:01,08/05/2026 03:00:01,50.05,HESCOM,0.0,116.0,0.0,186.0,62.0,302.0,364.0
2026-05-08T03:08:01,08/05/2026 03:00:01,50.05,PAVAGADA SOLAR PARK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-08T03:08:01,08/05/2026 03:00:01,50.05,TOTAL_IPPS,8.0,131.0,52.0,410.0,0.0,604.0,601.0
2026-05-10T00:31:18,10/05/2026 00:25:01,49.92,BESCOM,5.0,0.0,6.0,84.0,20.0,97.0,115.0
2026-05-10T00:31:18,10/05/2026 00:25:01,49.92,MESCOM,0.0,0.0,41.0,4.0,0.0,46.0,45.0
2026-05-10T00:31:18,10/05/2026 00:25:01,49.92,CESC,1.0,0.0,21.0,37.0,1.0,61.0,60.0
2026-05-10T00:31:18,10/05/2026 00:25:01,49.92,GESCOM,8.0,43.0,3.0,385.0,8.0,440.0,447.0
2026-05-10T00:31:18,10/05/2026 00:25:01,49.92,HESCOM,0.0,116.0,0.0,145.0,44.0,261.0,305.0
2026-05-10T00:31:18,10/05/2026 00:25:01,49.92,PAVAGADA SOLAR PARK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-10T00:31:18,10/05/2026 00:25:01,49.92,TOTAL_IPPS,14.0,160.0,73.0,657.0,0.0,911.0,904.0
2026-05-10T00:31:35,10/05/2026 00:25:01,49.92,BESCOM,5.0,0.0,6.0,84.0,20.0,97.0,115.0
2026-05-10T00:31:35,10/05/2026 00:25:01,49.92,MESCOM,0.0,0.0,41.0,4.0,0.0,46.0,45.0
2026-05-10T00:31:35,10/05/2026 00:25:01,49.92,CESC,1.0,0.0,21.0,37.0,1.0,61.0,60.0
2026-05-10T00:31:35,10/05/2026 00:25:01,49.92,GESCOM,8.0,43.0,3.0,385.0,8.0,440.0,447.0
2026-05-10T00:31:35,10/05/2026 00:25:01,49.92,HESCOM,0.0,116.0,0.0,145.0,44.0,261.0,305.0
2026-05-10T00:31:35,10/05/2026 00:25:01,49.92,PAVAGADA SOLAR PARK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-10T00:31:35,10/05/2026 00:25:01,49.92,TOTAL_IPPS,14.0,160.0,73.0,657.0,0.0,911.0,904.0
2026-05-10T00:32:03,10/05/2026 00:25:01,49.92,BESCOM,5.0,0.0,6.0,84.0,20.0,97.0,115.0
2026-05-10T00:32:03,10/05/2026 00:25:01,49.92,MESCOM,0.0,0.0,41.0,4.0,0.0,46.0,45.0
2026-05-10T00:32:03,10/05/2026 00:25:01,49.92,CESC,1.0,0.0,21.0,37.0,1.0,61.0,60.0
2026-05-10T00:32:03,10/05/2026 00:25:01,49.92,GESCOM,8.0,43.0,3.0,385.0,8.0,440.0,447.0
2026-05-10T00:32:03,10/05/2026 00:25:01,49.92,HESCOM,0.0,116.0,0.0,145.0,44.0,261.0,305.0
2026-05-10T00:32:03,10/05/2026 00:25:01,49.92,PAVAGADA SOLAR PARK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-10T00:32:03,10/05/2026 00:25:01,49.92,TOTAL_IPPS,14.0,160.0,73.0,657.0,0.0,911.0,904.0
2026-05-10T00:32:06,10/05/2026 00:25:01,49.92,BESCOM,5.0,0.0,6.0,84.0,20.0,97.0,115.0
2026-05-10T00:32:06,10/05/2026 00:25:01,49.92,MESCOM,0.0,0.0,41.0,4.0,0.0,46.0,45.0
2026-05-10T00:32:06,10/05/2026 00:25:01,49.92,CESC,1.0,0.0,21.0,37.0,1.0,61.0,60.0
2026-05-10T00:32:06,10/05/2026 00:25:01,49.92,GESCOM,8.0,43.0,3.0,385.0,8.0,440.0,447.0
2026-05-10T00:32:06,10/05/2026 00:25:01,49.92,HESCOM,0.0,116.0,0.0,145.0,44.0,261.0,305.0
2026-05-10T00:32:06,10/05/2026 00:25:01,49.92,PAVAGADA SOLAR PARK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-10T00:32:06,10/05/2026 00:25:01,49.92,TOTAL_IPPS,14.0,160.0,73.0,657.0,0.0,911.0,904.0
2026-05-10T00:33:04,10/05/2026 00:25:01,49.92,BESCOM,5.0,0.0,6.0,84.0,20.0,97.0,115.0
2026-05-10T00:33:04,10/05/2026 00:25:01,49.92,MESCOM,0.0,0.0,41.0,4.0,0.0,46.0,45.0
2026-05-10T00:33:04,10/05/2026 00:25:01,49.92,CESC,1.0,0.0,21.0,37.0,1.0,61.0,60.0
2026-05-10T00:33:04,10/05/2026 00:25:01,49.92,GESCOM,8.0,43.0,3.0,385.0,8.0,440.0,447.0
2026-05-10T00:33:04,10/05/2026 00:25:01,49.92,HESCOM,0.0,116.0,0.0,145.0,44.0,261.0,305.0
2026-05-10T00:33:04,10/05/2026 00:25:01,49.92,PAVAGADA SOLAR PARK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-10T00:33:04,10/05/2026 00:25:01,49.92,TOTAL_IPPS,14.0,160.0,73.0,657.0,0.0,911.0,904.0
2026-05-10T00:34:13,10/05/2026 00:25:01,49.92,BESCOM,5.0,0.0,6.0,84.0,20.0,97.0,115.0
2026-05-10T00:34:13,10/05/2026 00:25:01,49.92,MESCOM,0.0,0.0,41.0,4.0,0.0,46.0,45.0
2026-05-10T00:34:13,10/05/2026 00:25:01,49.92,CESC,1.0,0.0,21.0,37.0,1.0,61.0,60.0
2026-05-10T00:34:13,10/05/2026 00:25:01,49.92,GESCOM,8.0,43.0,3.0,385.0,8.0,440.0,447.0
2026-05-10T00:34:13,10/05/2026 00:25:01,49.92,HESCOM,0.0,116.0,0.0,145.0,44.0,261.0,305.0
2026-05-10T00:34:13,10/05/2026 00:25:01,49.92,PAVAGADA SOLAR PARK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-10T00:34:13,10/05/2026 00:25:01,49.92,TOTAL_IPPS,14.0,160.0,73.0,657.0,0.0,911.0,904.0
2026-05-10T00:38:12,10/05/2026 00:30:02,49.94,BESCOM,5.0,0.0,6.0,79.0,20.0,92.0,110.0
2026-05-10T00:38:12,10/05/2026 00:30:02,49.94,MESCOM,0.0,0.0,43.0,4.0,0.0,47.0,47.0
2026-05-10T00:38:12,10/05/2026 00:30:02,49.94,CESC,1.0,0.0,22.0,37.0,1.0,61.0,61.0
2026-05-10T00:38:12,10/05/2026 00:30:02,49.94,GESCOM,8.0,26.0,2.0,379.0,8.0,416.0,423.0
2026-05-10T00:38:12,10/05/2026 00:30:02,49.94,HESCOM,0.0,115.0,0.0,135.0,44.0,251.0,294.0
2026-05-10T00:38:12,10/05/2026 00:30:02,49.94,PAVAGADA SOLAR PARK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-10T00:38:12,10/05/2026 00:30:02,49.94,TOTAL_IPPS,14.0,143.0,74.0,636.0,0.0,873.0,867.0
2026-05-10T00:39:07,10/05/2026 00:30:02,49.94,BESCOM,5.0,0.0,6.0,79.0,20.0,92.0,110.0
2026-05-10T00:39:07,10/05/2026 00:30:02,49.94,MESCOM,0.0,0.0,43.0,4.0,0.0,47.0,47.0
2026-05-10T00:39:07,10/05/2026 00:30:02,49.94,CESC,1.0,0.0,22.0,37.0,1.0,61.0,61.0
2026-05-10T00:39:07,10/05/2026 00:30:02,49.94,GESCOM,8.0,26.0,2.0,379.0,8.0,416.0,423.0
2026-05-10T00:39:07,10/05/2026 00:30:02,49.94,HESCOM,0.0,115.0,0.0,135.0,44.0,251.0,294.0
2026-05-10T00:39:07,10/05/2026 00:30:02,49.94,PAVAGADA SOLAR PARK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-10T00:39:07,10/05/2026 00:30:02,49.94,TOTAL_IPPS,14.0,143.0,74.0,636.0,0.0,873.0,867.0
2026-05-10T00:42:29,10/05/2026 00:35:01,49.94,BESCOM,5.0,0.0,6.0,78.0,20.0,91.0,109.0
2026-05-10T00:42:29,10/05/2026 00:35:01,49.94,MESCOM,0.0,0.0,46.0,4.0,0.0,51.0,50.0
2026-05-10T00:42:29,10/05/2026 00:35:01,49.94,CESC,1.0,0.0,22.0,38.0,1.0,62.0,62.0
2026-05-10T00:42:29,10/05/2026 00:35:01,49.94,GESCOM,8.0,39.0,3.0,379.0,8.0,416.0,437.0
2026-05-10T00:42:29,10/05/2026 00:35:01,49.94,HESCOM,0.0,115.0,0.0,135.0,44.0,251.0,294.0
2026-05-10T00:42:29,10/05/2026 00:35:01,49.94,PAVAGADA SOLAR PARK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-10T00:42:29,10/05/2026 00:35:01,49.94,TOTAL_IPPS,14.0,143.0,74.0,636.0,0.0,873.0,867.0
2026-05-10T00:43:07,10/05/2026 00:35:01,49.94,BESCOM,5.0,0.0,6.0,78.0,20.0,91.0,109.0
2026-05-10T00:43:07,10/05/2026 00:35:01,49.94,MESCOM,0.0,0.0,46.0,4.0,0.0,51.0,50.0
2026-05-10T00:43:07,10/05/2026 00:35:01,49.94,CESC,1.0,0.0,22.0,38.0,1.0,62.0,62.0
2026-05-10T00:43:07,10/05/2026 00:35:01,49.94,GESCOM,8.0,39.0,3.0,379.0,8.0,416.0,437.0
2026-05-10T00:43:07,10/05/2026 00:35:01,49.94,HESCOM,0.0,115.0,0.0,135.0,44.0,251.0,294.0
2026-05-10T00:43:07,10/05/2026 00:35:01,49.94,PAVAGADA SOLAR PARK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-10T00:43:07,10/05/2026 00:35:01,49.94,TOTAL_IPPS,14.0,143.0,74.0,636.0,0.0,873.0,867.0
2026-05-10T00:44:21,10/05/2026 00:35:01,49.94,BESCOM,5.0,0.0,6.0,78.0,20.0,91.0,109.0
2026-05-10T00:44:21,10/05/2026 00:35:01,49.94,MESCOM,0.0,0.0,46.0,4.0,0.0,51.0,50.0
2026-05-10T00:44:21,10/05/2026 00:35:01,49.94,CESC,1.0,0.0,22.0,38.0,1.0,62.0,62.0
2026-05-10T00:44:21,10/05/2026 00:35:01,49.94,GESCOM,8.0,39.0,3.0,379.0,8.0,416.0,437.0
2026-05-10T00:44:21,10/05/2026 00:35:01,49.94,HESCOM,0.0,115.0,0.0,135.0,44.0,251.0,294.0
2026-05-10T00:44:21,10/05/2026 00:35:01,49.94,PAVAGADA SOLAR PARK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-10T00:44:21,10/05/2026 00:35:01,49.94,TOTAL_IPPS,14.0,143.0,74.0,636.0,0.0,873.0,867.0
2026-05-10T00:47:42,10/05/2026 00:40:02,49.92,BESCOM,5.0,0.0,6.0,81.0,20.0,95.0,112.0
2026-05-10T00:47:42,10/05/2026 00:40:02,49.92,MESCOM,0.0,0.0,46.0,4.0,0.0,51.0,50.0
2026-05-10T00:47:42,10/05/2026 00:40:02,49.92,CESC,1.0,0.0,22.0,38.0,1.0,62.0,62.0
2026-05-10T00:47:42,10/05/2026 00:40:02,49.92,GESCOM,8.0,39.0,3.0,379.0,8.0,416.0,437.0
2026-05-10T00:47:42,10/05/2026 00:40:02,49.92,HESCOM,0.0,115.0,0.0,135.0,44.0,251.0,294.0
2026-05-10T00:47:42,10/05/2026 00:40:02,49.92,PAVAGADA SOLAR PARK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-10T00:47:42,10/05/2026 00:40:02,49.92,TOTAL_IPPS,14.0,143.0,74.0,636.0,0.0,873.0,867.0
2026-05-10T01:31:22,10/05/2026 01:25:01,49.98,BESCOM,5.0,0.0,6.0,66.0,20.0,79.0,97.0
2026-05-10T01:31:22,10/05/2026 01:25:01,49.98,MESCOM,0.0,0.0,42.0,0.0,0.0,42.0,42.0
2026-05-10T01:31:22,10/05/2026 01:25:01,49.98,CESC,1.0,0.0,20.0,37.0,1.0,59.0,59.0
2026-05-10T01:31:22,10/05/2026 01:25:01,49.98,GESCOM,7.0,29.0,1.0,402.0,8.0,440.0,447.0
2026-05-10T01:31:22,10/05/2026 01:25:01,49.98,HESCOM,0.0,98.0,0.0,71.0,44.0,169.0,213.0
2026-05-10T01:31:22,10/05/2026 01:25:01,49.98,PAVAGADA SOLAR PARK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-10T01:31:22,10/05/2026 01:25:01,49.98,TOTAL_IPPS,15.0,128.0,69.0,577.0,0.0,795.0,789.0
2026-05-10T01:31:40,10/05/2026 01:25:01,49.98,BESCOM,5.0,0.0,6.0,66.0,20.0,79.0,97.0
2026-05-10T01:31:40,10/05/2026 01:25:01,49.98,MESCOM,0.0,0.0,42.0,0.0,0.0,42.0,42.0
2026-05-10T01:31:40,10/05/2026 01:25:01,49.98,CESC,1.0,0.0,20.0,37.0,1.0,59.0,59.0
2026-05-10T01:31:40,10/05/2026 01:25:01,49.98,GESCOM,7.0,29.0,1.0,402.0,8.0,440.0,447.0
2026-05-10T01:31:40,10/05/2026 01:25:01,49.98,HESCOM,0.0,98.0,0.0,71.0,44.0,169.0,213.0
